Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
31,1.0,Travel_Frequently,444,Sales,5,3,Marketing,4,Female,84,3,1,Sales Representative,2,Divorced,2789.0,1.0,No,11,3.0,3,1.0,2.0,4.5,2,2.0,2.0,2.0,2.0
26,1.0,Travel_Rarely,950,Sales,4,4,Marketing,4,Male,48,2,2,Sales Executive,4,Single,5828.0,1.0,Yes,12,3.0,2,0.0,8.0,0.5,3,8.0,7.0,7.0,4.0
37,1.0,Travel_Frequently,889,Research & Development,9,3,Medical,2,Male,53,3,1,Research Scientist,4,Married,2326.0,1.0,Yes,12,3.0,3,2.5,4.0,3.0,2,4.0,2.0,1.0,2.0
42,1.0,Travel_Frequently,555,Sales,26,3,Marketing,3,Female,77,3,4,Sales Executive,2,Married,13525.0,5.0,No,14,3.0,4,1.0,23.0,2.0,4,18.0,4.0,4.0,8.0
18,1.0,Travel_Rarely,230,Research & Development,3,3,Life Sciences,3,Male,54,3,1,Laboratory Technician,3,Single,1420.0,1.0,No,13,3.0,3,0.0,0.0,2.0,3,0.0,0.0,0.0,0.0
35,1.0,Travel_Rarely,1232,Sales,16,3,Marketing,3,Male,96,3,3,Sales Executive,2,Married,8020.0,0.0,No,15,3.0,3,2.0,12.0,3.0,2,11.0,9.0,6.0,9.0
36,1.0,Travel_Frequently,566,Research & Development,18,4,Life Sciences,3,Male,81,4,1,Laboratory Technician,4,Married,3688.0,4.0,No,18,3.0,4,2.0,4.0,2.0,3,1.0,0.0,0.0,0.0
51,1.0,Travel_Rarely,1302,Research & Development,2,3,Medical,4,Male,84,1,2,Manufacturing Director,2,Divorced,5482.0,5.0,No,18,3.0,4,1.0,13.0,3.0,3,4.0,1.0,1.0,2.0
41,1.0,Travel_Rarely,334,Sales,2,4,Life Sciences,4,Male,88,3,4,Manager,2,Single,16015.0,1.0,No,19,3.0,2,0.0,22.0,2.0,3,18.0,10.0,0.0,4.0
18,1.0,Travel_Rarely,812,Sales,10,3,Medical,4,Female,69,2,1,Sales Representative,3,Single,1200.0,1.0,No,12,3.0,1,0.0,0.0,2.0,3,0.0,0.0,0.0,0.0
28,1.0,Travel_Rarely,1476,Research & Development,16,2,Medical,2,Male,68,4,2,Healthcare Representative,1,Single,5661.0,0.0,No,19,3.0,3,0.0,9.0,2.0,3,8.0,3.0,0.0,7.0
31,1.0,Travel_Rarely,218,Sales,7,3,Technical Degree,2,Male,100,4,2,Sales Executive,4,Married,6929.0,4.0,No,11,3.0,2,1.0,10.0,3.0,2,8.0,7.0,7.0,7.0
39,1.0,Travel_Rarely,1132,Research & Development,1,3,Medical,3,Male,48,4,3,Healthcare Representative,4,Divorced,9613.0,0.0,No,17,3.0,1,2.5,19.0,4.5,2,18.0,10.0,3.0,7.0
36,1.0,Non-Travel,1105,Research & Development,24,4,Life Sciences,2,Female,47,3,2,Laboratory Technician,2,Married,5674.0,7.0,No,15,3.0,3,1.0,11.0,3.0,3,9.0,8.0,0.0,8.0
32,1.0,Travel_Rarely,906,Sales,7,3,Life Sciences,4,Male,91,2,2,Sales Executive,3,Married,5484.0,1.0,No,14,3.0,3,1.0,13.0,3.0,2,13.0,8.0,4.0,8.0
38,1.0,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,Female,81,2,3,Research Director,2,Married,12061.0,3.0,No,17,3.0,3,1.0,19.0,2.0,3,10.0,8.0,0.0,1.0
58,1.0,Non-Travel,390,Research & Development,1,4,Life Sciences,4,Male,32,1,2,Healthcare Representative,3,Divorced,5660.0,2.0,Yes,13,3.0,4,1.0,12.0,2.0,3,5.0,3.0,1.0,2.0
31,1.0,Travel_Rarely,691,Research & Development,5,4,Technical Degree,3,Male,86,3,1,Research Scientist,4,Married,4821.0,0.0,Yes,12,3.0,3,1.0,6.0,4.0,3,5.0,2.0,0.0,3.0
31,1.0,Travel_Rarely,106,Human Resources,2,3,Human Resources,1,Male,62,2,2,Human Resources,1,Married,6410.0,3.0,No,12,3.0,4,0.0,9.0,1.0,3,2.0,2.0,1.0,0.0
45,1.0,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210.0,1.0,No,18,3.0,1,1.0,24.0,2.0,3,18.0,9.0,7.5,11.0
31,1.0,Travel_Rarely,192,Research & Development,2,4,Life Sciences,3,Male,32,3,1,Research Scientist,4,Divorced,2695.0,0.0,Yes,18,3.0,2,1.0,3.0,2.0,1,2.0,2.0,2.0,2.0
33,1.0,Travel_Frequently,553,Research & Development,5,4,Life Sciences,4,Female,74,3,3,Manager,2,Married,11878.0,6.0,No,11,3.0,2,2.0,12.0,2.0,3,10.0,6.0,7.5,8.0
39,1.0,Travel_Rarely,117,Research & Development,10,1,Medical,3,Male,99,3,4,Manager,1,Married,16581.0,1.0,Yes,14,3.0,4,0.0,21.0,3.0,3,18.0,9.0,7.5,10.0
43,1.0,Travel_Frequently,185,Research & Development,10,4,Life Sciences,3,Female,33,3,1,Laboratory Technician,4,Single,2455.0,0.0,No,19,3.0,1,0.0,9.0,4.5,3,8.0,7.0,1.0,7.0
49,1.0,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,3,Female,90,2,4,Healthcare Representative,3,Single,13964.0,7.0,Yes,12,3.0,4,0.0,25.0,2.0,3,7.0,1.0,0.0,7.0
52,1.0,Travel_Rarely,723,Research & Development,8,4,Medical,3,Male,85,2,2,Research Scientist,2,Married,4941.0,2.0,No,15,3.0,1,0.0,11.0,3.0,2,8.0,2.0,7.0,7.0
27,1.0,Travel_Rarely,1220,Research & Development,5,3,Life Sciences,3,Female,85,3,1,Research Scientist,2,Single,2478.0,1.0,Yes,12,3.0,2,0.0,4.0,2.0,2,4.0,3.0,1.0,2.0
32,1.0,Travel_Rarely,588,Sales,8,2,Technical Degree,3,Female,65,2,2,Sales Executive,2,Married,5228.0,1.0,Yes,11,3.0,4,0.0,13.0,2.0,3,13.0,12.0,7.5,9.0
27,1.0,Travel_Rarely,1377,Sales,2,3,Life Sciences,4,Male,74,3,2,Sales Executive,3,Single,4478.0,1.0,Yes,11,3.0,1,0.0,5.0,3.0,3,5.0,4.0,0.0,4.0
31,1.0,Travel_Rarely,691,Sales,7,3,Marketing,4,Male,73,3,2,Sales Executive,4,Divorced,7547.0,4.0,No,12,3.0,4,2.5,13.0,3.0,3,7.0,7.0,1.0,7.0
32,1.0,Travel_Rarely,1018,Research & Development,2,4,Medical,1,Female,74,4,2,Research Scientist,4,Single,5055.0,7.0,No,16,3.0,3,0.0,10.0,0.5,2,7.0,7.0,0.0,7.0
28,1.0,Travel_Rarely,1157,Research & Development,2,4,Medical,1,Male,84,1,1,Research Scientist,4,Married,3464.0,5.0,Yes,13,3.0,4,0.0,5.0,4.0,2,3.0,2.0,2.0,2.0
30,1.0,Travel_Rarely,1275,Research & Development,28,2,Medical,4,Female,64,3,2,Research Scientist,4,Married,5775.0,1.0,No,13,3.0,4,2.0,11.0,2.0,3,10.0,8.0,1.0,9.0
31,1.0,Travel_Frequently,798,Research & Development,7,2,Life Sciences,3,Female,48,2,3,Manufacturing Director,3,Married,8943.0,1.0,No,24,3.0,1,1.0,10.0,2.0,3,10.0,9.0,7.5,9.0
39,1.0,Travel_Frequently,672,Research & Development,7,2,Medical,3,Male,54,2,5,Manager,4,Married,16581.0,1.0,No,15,3.0,1,1.0,21.0,2.0,3,18.0,9.0,7.5,3.0
39,1.0,Travel_Rarely,1162,Sales,3,2,Medical,4,Female,41,3,2,Sales Executive,3,Married,5238.0,4.0,Yes,18,3.0,1,0.0,12.0,3.0,2,1.0,0.0,0.0,0.0
33,1.0,Travel_Frequently,508,Sales,10,3,Marketing,2,Male,46,2,2,Sales Executive,4,Single,4682.0,3.0,No,14,3.0,3,0.0,9.0,4.5,2,7.0,7.0,0.0,1.0
47,1.0,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,4,Male,42,3,5,Research Director,3,Married,16581.0,4.0,No,11,3.0,2,1.0,21.0,2.0,3,3.0,2.0,1.0,1.0
43,1.0,Travel_Frequently,559,Research & Development,10,4,Life Sciences,3,Female,82,2,2,Laboratory Technician,3,Divorced,5257.0,1.0,No,11,3.0,2,1.0,9.0,3.0,4,9.0,7.0,0.0,0.0
27,1.0,Non-Travel,210,Sales,1,1,Marketing,3,Male,73,3,2,Sales Executive,2,Married,6349.0,0.0,Yes,13,3.0,4,1.0,6.0,0.5,3,5.0,4.0,1.0,4.0
54,1.0,Travel_Frequently,928,Research & Development,20,4,Life Sciences,4,Female,31,3,2,Research Scientist,3,Single,4869.0,3.0,No,12,3.0,4,0.0,20.0,4.0,2,4.0,3.0,0.0,3.0
43,1.0,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,3,Female,43,3,3,Healthcare Representative,1,Married,9985.0,8.0,No,16,3.0,1,1.0,10.0,1.0,2,1.0,0.0,0.0,0.0
45,1.0,Travel_Rarely,549,Research & Development,8,4,Other,4,Male,75,3,2,Research Scientist,4,Married,3697.0,8.5,No,14,3.0,1,2.0,12.0,3.0,3,10.0,9.0,7.5,8.0
40,1.0,Travel_Rarely,1124,Sales,1,2,Medical,2,Male,57,1,2,Sales Executive,4,Married,7457.0,2.0,Yes,22,3.0,3,2.5,6.0,2.0,2,4.0,3.0,0.0,2.0
29,1.0,Travel_Rarely,318,Research & Development,8,4,Other,2,Male,77,1,1,Laboratory Technician,1,Married,2119.0,1.0,Yes,11,3.0,4,0.0,7.0,4.0,2,7.0,7.0,0.0,7.0
29,1.0,Travel_Rarely,738,Research & Development,9,5,Other,2,Male,30,2,1,Laboratory Technician,4,Single,3983.0,0.0,No,17,3.0,3,0.0,4.0,2.0,3,3.0,2.0,2.0,2.0
30,1.0,Travel_Rarely,570,Sales,5,3,Marketing,4,Female,30,2,2,Sales Executive,3,Divorced,6118.0,1.0,No,13,3.0,3,2.5,10.0,2.0,3,10.0,9.0,1.0,2.0
27,1.0,Travel_Rarely,1130,Sales,8,4,Marketing,2,Female,56,3,2,Sales Executive,2,Married,6214.0,1.0,No,18,3.0,1,1.0,8.0,3.0,3,8.0,7.0,0.0,7.0
37,1.0,Travel_Rarely,1192,Research & Development,5,2,Medical,4,Male,61,3,2,Manufacturing Director,4,Divorced,6347.0,7.0,No,16,3.0,3,2.0,8.0,2.0,2,6.0,2.0,0.0,4.0
38,1.0,Travel_Rarely,343,Research & Development,15,2,Life Sciences,3,Male,92,2,3,Research Director,4,Divorced,11510.0,0.0,Yes,14,3.0,2,1.0,12.0,3.0,3,11.0,10.0,2.0,9.0
31,1.0,Travel_Rarely,1232,Research & Development,7,4,Medical,3,Female,39,3,3,Manufacturing Director,4,Single,7143.0,1.0,Yes,14,3.0,3,0.0,11.0,2.0,2,11.0,9.0,4.0,10.0
29,1.0,Travel_Rarely,144,Sales,10,1,Marketing,4,Female,39,2,2,Sales Executive,2,Divorced,8268.0,1.0,Yes,14,3.0,1,2.0,7.0,2.0,3,7.0,7.0,1.0,7.0
35,1.0,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,3,Male,62,3,3,Manufacturing Director,2,Single,8095.0,0.0,No,13,3.0,4,0.0,17.0,4.5,3,16.0,6.0,0.0,13.0
23,1.0,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,3,Male,83,3,1,Research Scientist,4,Divorced,2904.0,1.0,No,12,3.0,3,2.0,4.0,2.0,2,4.0,2.0,0.0,2.0
41,1.0,Travel_Rarely,483,Research & Development,6,3,Medical,4,Male,95,2,2,Manufacturing Director,2,Single,6032.0,6.0,Yes,15,3.0,4,0.0,8.0,3.0,3,5.0,4.0,1.0,2.0
47,1.0,Travel_Frequently,1309,Sales,4,1,Medical,2,Male,99,3,2,Sales Representative,3,Single,2976.0,3.0,No,19,3.0,1,0.0,5.0,3.0,3,0.0,0.0,0.0,0.0
42,1.0,Travel_Rarely,810,Research & Development,23,5,Life Sciences,1,Female,44,3,4,Research Director,4,Single,15992.0,2.0,No,14,3.0,2,0.0,16.0,2.0,3,1.0,0.0,0.0,0.0
29,1.0,Non-Travel,746,Sales,2,3,Life Sciences,4,Male,61,3,2,Sales Executive,3,Married,4649.0,1.0,No,14,3.0,1,1.0,4.0,3.0,2,4.0,3.0,0.0,2.0
42,1.0,Travel_Rarely,544,Human Resources,2,1,Technical Degree,3,Male,52,3,1,Human Resources,3,Divorced,2696.0,0.0,Yes,11,3.0,3,1.0,4.0,4.5,3,3.0,2.0,1.0,0.0
32,1.0,Travel_Rarely,1062,Research & Development,2,3,Medical,3,Female,75,3,1,Laboratory Technician,2,Married,2370.0,1.0,No,13,3.0,3,1.0,8.0,4.0,3,8.0,0.0,0.0,7.0
48,1.0,Travel_Rarely,530,Sales,29,1,Medical,1,Female,91,3,3,Manager,3,Married,12504.0,3.0,No,21,3.0,2,1.0,15.0,3.0,1,0.0,0.0,0.0,0.0
37,1.0,Travel_Rarely,1319,Research & Development,6,3,Medical,3,Male,51,4,2,Research Scientist,1,Divorced,5974.0,4.0,Yes,13,3.0,1,2.0,13.0,2.0,3,7.0,7.0,6.0,7.0
30,1.0,Non-Travel,641,Sales,25,2,Technical Degree,4,Female,85,3,2,Sales Executive,3,Married,4736.0,7.0,Yes,12,3.0,2,1.0,4.0,2.0,4,2.0,2.0,2.0,2.0
26,1.0,Travel_Rarely,933,Sales,1,3,Life Sciences,3,Male,57,3,2,Sales Executive,3,Married,5296.0,1.0,No,17,3.0,2,1.0,8.0,3.0,3,8.0,7.0,7.0,7.0
42,1.0,Travel_Rarely,1332,Research & Development,2,4,Other,1,Male,98,2,2,Healthcare Representative,4,Single,6781.0,3.0,No,23,3.0,2,0.0,14.0,4.5,3,1.0,0.0,0.0,0.0
21,1.0,Travel_Frequently,756,Sales,1,1,Technical Degree,1,Female,99,2,1,Sales Representative,2,Single,2174.0,1.0,Yes,11,3.0,3,0.0,3.0,3.0,3,3.0,2.0,1.0,2.0
36,1.0,Non-Travel,845,Sales,1,5,Medical,4,Female,45,3,2,Sales Executive,4,Single,6653.0,4.0,No,15,3.0,2,0.0,7.0,4.5,3,1.0,0.0,0.0,0.0
36,1.0,Travel_Frequently,541,Sales,3,4,Medical,1,Male,48,2,3,Sales Executive,4,Married,9699.0,4.0,No,11,3.0,1,1.0,16.0,2.0,3,13.0,9.0,1.0,12.0
57,1.0,Travel_Rarely,593,Research & Development,1,4,Medical,4,Male,88,3,2,Healthcare Representative,3,Married,6755.0,2.0,No,11,3.0,3,0.0,15.0,2.0,3,3.0,2.0,1.0,2.0
40,1.0,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,4,Female,46,4,1,Laboratory Technician,3,Married,2213.0,3.0,Yes,13,3.0,3,1.0,10.0,3.0,3,7.0,7.0,1.0,7.0
21,1.0,Non-Travel,895,Sales,9,2,Medical,1,Male,39,3,1,Sales Representative,4,Single,2610.0,1.0,No,24,3.0,3,0.0,3.0,3.0,2,3.0,2.0,2.0,2.0
33,1.0,Travel_Rarely,350,Sales,5,3,Marketing,4,Female,34,3,1,Sales Representative,3,Single,2851.0,1.0,Yes,13,3.0,2,0.0,1.0,2.0,3,1.0,0.0,0.0,0.0
37,1.0,Travel_Rarely,921,Research & Development,10,3,Medical,3,Female,98,3,1,Laboratory Technician,1,Married,3452.0,6.0,No,20,3.0,2,1.0,17.0,3.0,3,5.0,4.0,0.0,3.0
46,1.0,Non-Travel,1144,Research & Development,7,4,Medical,3,Female,30,3,2,Manufacturing Director,3,Married,5258.0,2.0,No,14,3.0,3,0.0,7.0,2.0,4,1.0,0.0,0.0,0.0
41,1.0,Travel_Frequently,143,Sales,4,3,Marketing,1,Male,56,3,2,Sales Executive,2,Single,9355.0,1.0,No,18,3.0,3,0.0,8.0,4.5,3,8.0,7.0,7.0,7.0
50,1.0,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,4,Male,100,2,3,Healthcare Representative,4,Single,10496.0,6.0,No,15,3.0,4,0.0,20.0,2.0,3,4.0,3.0,1.0,3.0
40,1.0,Travel_Rarely,575,Sales,22,2,Marketing,3,Male,68,2,2,Sales Executive,3,Married,6380.0,2.0,Yes,12,3.0,1,2.0,8.0,4.5,3,6.0,4.0,1.0,0.0
31,1.0,Travel_Rarely,408,Research & Development,9,4,Life Sciences,3,Male,42,2,1,Research Scientist,2,Single,2657.0,0.0,Yes,16,3.0,4,0.0,3.0,4.5,3,2.0,2.0,2.0,2.0
21,1.0,Travel_Rarely,156,Sales,12,3,Life Sciences,3,Female,90,4,1,Sales Representative,2,Single,2716.0,1.0,No,15,3.0,4,0.0,1.0,0.5,3,1.0,0.0,0.0,0.0
29,1.0,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,4,Male,54,3,1,Research Scientist,4,Single,2201.0,8.5,No,16,3.0,4,0.0,6.0,4.0,3,3.0,2.0,1.0,2.0
35,1.0,Travel_Rarely,755,Research & Development,9,4,Life Sciences,3,Male,97,2,2,Healthcare Representative,2,Single,6540.0,8.5,No,19,3.0,3,0.0,10.0,4.5,3,1.0,1.0,0.0,0.0
27,1.0,Travel_Rarely,1469,Research & Development,1,2,Medical,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816.0,1.0,No,11,3.0,2,1.0,5.0,2.0,3,5.0,2.0,0.0,4.0
28,1.0,Travel_Rarely,304,Sales,9,4,Life Sciences,2,Male,92,3,2,Sales Executive,4,Single,5253.0,1.0,No,16,3.0,4,0.0,7.0,1.0,3,7.0,5.0,0.0,7.0
49,1.0,Travel_Rarely,1261,Research & Development,7,3,Other,2,Male,31,2,3,Healthcare Representative,3,Single,10965.0,8.0,No,24,3.0,3,0.0,26.0,2.0,3,5.0,2.0,0.0,0.0
51,1.0,Travel_Rarely,1178,Sales,14,2,Life Sciences,3,Female,87,3,2,Sales Executive,4,Married,4936.0,4.0,No,11,3.0,3,1.0,18.0,2.0,2,7.0,7.0,0.0,7.0
36,1.0,Travel_Rarely,329,Research & Development,2,3,Life Sciences,4,Female,96,3,1,Research Scientist,3,Married,2543.0,4.0,No,13,3.0,2,1.0,6.0,3.0,3,2.0,2.0,2.0,2.0
34,1.0,Non-Travel,1362,Sales,19,3,Marketing,1,Male,67,4,2,Sales Executive,4,Single,5304.0,8.0,Yes,13,3.0,2,0.0,9.0,3.0,2,5.0,2.0,0.0,4.0
55,1.0,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,3,Female,97,3,4,Manager,4,Single,16581.0,2.0,Yes,13,3.0,3,0.0,28.5,2.0,3,5.0,4.0,1.0,2.0
24,1.0,Travel_Rarely,1371,Sales,10,4,Marketing,4,Female,77,3,2,Sales Executive,3,Divorced,4260.0,1.0,Yes,12,3.0,4,1.0,5.0,2.0,4,5.0,2.0,0.0,3.0
30,1.0,Travel_Rarely,202,Sales,2,1,Technical Degree,3,Male,72,3,1,Sales Representative,2,Married,2476.0,1.0,No,18,3.0,1,1.0,1.0,3.0,3,1.0,0.0,0.0,0.0
26,1.0,Travel_Frequently,575,Research & Development,3,1,Technical Degree,3,Male,73,3,1,Research Scientist,1,Single,3102.0,0.0,No,22,3.0,3,0.0,7.0,2.0,3,6.0,4.0,0.0,4.0
22,1.0,Travel_Rarely,253,Research & Development,11,3,Medical,1,Female,43,3,1,Research Scientist,2,Married,2244.0,1.0,No,13,3.0,4,1.0,2.0,1.0,3,2.0,1.0,1.0,2.0
36,1.0,Travel_Rarely,164,Sales,2,2,Medical,2,Male,61,2,3,Sales Executive,3,Married,7596.0,1.0,No,13,3.0,2,2.0,10.0,2.0,3,10.0,9.0,7.5,0.0
30,1.0,Travel_Frequently,464,Research & Development,4,3,Technical Degree,3,Male,40,3,1,Research Scientist,4,Single,2285.0,8.5,Yes,23,3.0,3,0.0,3.0,4.0,3,1.0,0.0,0.0,0.0
37,1.0,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034.0,1.0,No,12,3.0,3,1.0,18.0,2.0,2,18.0,7.0,7.5,14.5
40,1.0,Travel_Rarely,759,Sales,2,2,Marketing,4,Female,46,3,2,Sales Executive,2,Divorced,5715.0,7.0,No,12,3.0,3,2.0,8.0,4.5,3,5.0,4.0,1.0,3.0
42,1.0,Travel_Rarely,201,Research & Development,1,4,Life Sciences,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576.0,3.0,No,16,3.0,2,1.0,8.0,4.5,3,5.0,2.0,1.0,2.0
37,1.0,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,3,Male,49,3,2,Manufacturing Director,2,Single,4197.0,2.0,Yes,12,3.0,4,0.0,18.0,2.0,2,1.0,0.0,0.0,1.0
43,1.0,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,Male,59,2,4,Research Director,2,Divorced,14336.0,1.0,No,11,3.0,3,1.0,25.0,3.0,3,18.0,10.0,3.0,9.0
40,1.0,Travel_Rarely,555,Research & Development,2,3,Medical,2,Female,78,2,2,Laboratory Technician,3,Married,3448.0,6.0,No,22,3.0,2,1.0,20.0,3.0,3,1.0,0.0,0.0,0.0
54,1.0,Travel_Rarely,821,Research & Development,5,2,Medical,1,Male,86,3,5,Research Director,1,Married,16581.0,4.0,No,11,3.0,3,1.0,24.0,4.0,2,4.0,2.0,1.0,2.0
34,1.0,Non-Travel,1381,Sales,4,4,Marketing,3,Female,72,3,2,Sales Executive,3,Married,6538.0,8.5,No,15,3.0,1,1.0,6.0,3.0,3,3.0,2.0,1.0,2.0
31,1.0,Travel_Rarely,480,Research & Development,7,2,Medical,2,Female,31,3,2,Manufacturing Director,1,Married,4306.0,1.0,No,12,3.0,2,1.0,13.0,4.5,1,13.0,10.0,3.0,12.0
43,1.0,Travel_Frequently,313,Research & Development,21,3,Medical,4,Male,61,3,1,Laboratory Technician,4,Married,2258.0,7.0,No,20,3.0,1,1.0,8.0,1.0,3,3.0,2.0,1.0,2.0
43,1.0,Travel_Rarely,1473,Research & Development,8,4,Other,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522.0,4.0,Yes,14,3.0,4,0.0,8.0,3.0,3,5.0,2.0,0.0,2.0
25,1.0,Travel_Rarely,891,Sales,4,2,Life Sciences,2,Female,99,2,2,Sales Executive,4,Single,4487.0,1.0,Yes,11,3.0,2,0.0,5.0,3.0,3,5.0,4.0,1.0,3.0
37,1.0,Non-Travel,1063,Research & Development,25,5,Medical,2,Female,72,3,2,Research Scientist,3,Married,4449.0,3.0,Yes,15,3.0,1,2.0,15.0,2.0,3,13.0,11.0,7.5,7.0
31,1.0,Travel_Rarely,329,Research & Development,1,2,Life Sciences,4,Male,98,2,1,Laboratory Technician,1,Married,2218.0,1.0,No,12,3.0,3,1.0,4.0,3.0,3,4.0,2.0,3.0,2.0
39,1.0,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,2,Male,52,3,5,Manager,3,Divorced,16581.0,1.0,Yes,14,3.0,3,1.0,21.0,3.0,3,18.0,8.0,1.0,6.0
56,1.0,Travel_Frequently,906,Sales,6,3,Life Sciences,3,Female,86,4,4,Sales Executive,1,Married,13212.0,8.5,No,11,3.0,4,2.5,28.5,0.5,2,7.0,7.0,7.0,7.0
30,1.0,Travel_Rarely,1082,Sales,12,3,Technical Degree,2,Female,83,3,2,Sales Executive,3,Single,6577.0,0.0,No,11,3.0,2,0.0,6.0,4.5,3,5.0,4.0,4.0,4.0
41,1.0,Travel_Rarely,645,Sales,1,3,Marketing,2,Male,49,4,3,Sales Executive,1,Married,8392.0,1.0,No,16,3.0,3,1.0,10.0,2.0,3,10.0,7.0,0.0,7.0
28,1.0,Travel_Rarely,1300,Research & Development,17,2,Medical,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558.0,1.0,No,12,3.0,4,1.0,10.0,2.0,3,10.0,0.0,1.0,8.0
25,1.0,Travel_Rarely,688,Research & Development,3,3,Medical,1,Male,91,3,1,Laboratory Technician,1,Married,4031.0,5.0,No,13,3.0,3,1.0,6.0,4.5,3,2.0,2.0,0.0,2.0
52,1.0,Travel_Rarely,319,Research & Development,3,3,Medical,4,Male,39,2,3,Manufacturing Director,3,Married,7969.0,2.0,Yes,14,3.0,3,0.0,28.0,4.0,3,5.0,4.0,0.0,4.0
45,1.0,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,Male,69,3,1,Research Scientist,4,Married,2654.0,3.0,No,21,3.0,4,2.0,8.0,3.0,2,2.0,2.0,0.0,2.0
52,1.0,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,4,Female,30,3,4,Manager,4,Married,16555.0,2.0,No,13,3.0,4,0.0,28.5,2.0,1,5.0,2.0,1.0,4.0
42,1.0,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,Female,92,3,2,Research Scientist,3,Divorced,4556.0,2.0,No,11,3.0,2,1.0,19.0,3.0,3,5.0,4.0,0.0,2.0
30,1.0,Travel_Rarely,317,Research & Development,2,3,Life Sciences,3,Female,43,1,2,Manufacturing Director,4,Single,6091.0,2.0,No,20,3.0,3,0.0,11.0,2.0,3,5.0,4.0,0.0,2.0
60,1.0,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,Female,41,3,5,Manager,1,Married,16581.0,5.0,No,11,3.0,4,0.0,28.5,4.5,1,18.0,8.0,7.5,10.0
46,1.0,Travel_Rarely,1485,Research & Development,18,3,Medical,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810.0,2.0,No,14,3.0,3,1.0,19.0,4.5,2,10.0,7.0,0.0,8.0
42,1.0,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,4,Female,88,2,2,Healthcare Representative,4,Married,4523.0,0.0,No,11,3.0,4,2.5,7.0,4.0,4,6.0,5.0,0.0,4.0
24,1.0,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,Female,62,3,1,Sales Representative,2,Single,3202.0,1.0,Yes,16,3.0,2,0.0,6.0,4.0,3,5.0,3.0,1.0,4.0
34,1.0,Travel_Frequently,296,Sales,6,2,Marketing,4,Female,33,1,1,Sales Representative,3,Divorced,2351.0,0.0,No,16,3.0,4,1.0,3.0,3.0,2,2.0,2.0,1.0,0.0
38,1.0,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,4,Male,42,3,1,Laboratory Technician,4,Married,1702.0,1.0,Yes,23,3.0,3,1.0,1.0,3.0,3,1.0,0.0,0.0,0.0
40,1.0,Travel_Rarely,1398,Sales,2,4,Life Sciences,3,Female,79,3,5,Manager,3,Married,16581.0,0.0,No,14,3.0,4,0.0,21.0,2.0,3,18.0,14.5,1.0,12.0
26,1.0,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,Female,90,3,1,Research Scientist,4,Divorced,2886.0,1.0,No,22,3.0,2,2.0,3.0,3.0,1,3.0,2.0,0.0,2.0
30,1.0,Non-Travel,1400,Research & Development,3,3,Life Sciences,3,Male,53,3,1,Laboratory Technician,4,Married,2097.0,4.0,No,15,3.0,3,1.0,9.0,3.0,1,5.0,3.0,1.0,4.0
29,1.0,Travel_Rarely,986,Research & Development,3,4,Medical,2,Male,93,2,3,Research Director,3,Married,11935.0,1.0,No,18,3.0,3,0.0,10.0,2.0,3,10.0,2.0,0.0,7.0
29,1.0,Travel_Rarely,408,Research & Development,25,5,Technical Degree,3,Female,71,2,1,Research Scientist,2,Married,2546.0,5.0,No,16,3.0,2,0.0,6.0,2.0,4,2.0,2.0,1.0,1.0
